code_muni,name_muni,code_state,abbrev_state,name_state,code_region,name_region,mean_radiance,median_radiance,sum_radiance,max_radiance,percent_area_above_1
2302404,Boa Viagem,23,CE,Ceará,2,Nordeste,0.1841035091475388,0.0,2109.4580078125,28.86405563354492,2.557165299354163
2302503,Brejo Santo,23,CE,Ceará,2,Nordeste,0.8608111321499247,0.0,2283.73193359375,69.22149658203125,19.336600075386357
2302602,Camocim,23,CE,Ceará,2,Nordeste,0.4649429151671576,0.0,2091.313232421875,34.21394729614258,9.1674047829938
2302701,Campos Sales,23,CE,Ceará,2,Nordeste,0.305628174218215,0.0,1338.95703125,41.00654602050781,4.473864414517234
2302800,Canindé,23,CE,Ceará,2,Nordeste,0.3710912754669364,0.0,4539.9306640625,60.154884338378906,6.065064574137649
2302909,Capistrano,23,CE,Ceará,2,Nordeste,0.7152921879278478,0.6567662358283997,653.061767578125,14.303899765014648,22.89156626506024
2303006,Caridade,23,CE,Ceará,2,Nordeste,0.3423357882414477,0.0,1283.4168701171875,21.63440322875977,6.881835156041611
2303105,Cariré,23,CE,Ceará,2,Nordeste,0.3708034325146612,0.0,1130.2088623046875,34.92716217041016,7.119422572178478
2303204,Caririaçu,23,CE,Ceará,2,Nordeste,0.3126925027945179,0.0,804.2451171875,14.85132122039795,7.8149300155520995
2303303,Cariús,23,CE,Ceará,2,Nordeste,0.1309102230563888,0.0,548.2520141601562,16.949176788330078,2.24450811843362
2303402,Carnaubal,23,CE,Ceará,2,Nordeste,0.4910770512472307,0.0,720.4100341796875,35.73503875732422,8.588957055214724
2303501,Cascavel,23,CE,Ceará,2,Nordeste,1.3296576164360758,0.6045497059822083,4492.9130859375,52.90311813354492,36.40130216040249
2303600,Catarina,23,CE,Ceará,2,Nordeste,0.3668491529381793,0.0,725.6276245117188,26.38824844360352,7.684529828109201
2303659,Catunda,23,CE,Ceará,2,Nordeste,0.1231564450655815,0.0,389.6669921875,12.950065612792969,1.706700379266751
